Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,黒,0,1,1.62,1.86,0.9995117,,0.004107553977519274,0.0018349882448092103,0.008752617985010147,0.02504091151058674,0.1552402824163437,0.23308883607387543,0.009609433822333813,0.008019757457077503,0.04100237786769867,0.03106088563799858,0.04229019209742546,0.010957632213830948,0.034952059388160706,0.011824467219412327,0.16018010675907135,0.011631486937403679,0.0014929072931408882,0.014044245705008507,0.09988682717084885,0.2397906333208084,0.28514713048934937,0.05532239004969597,0.01171918399631977,0.003325373400002718,0.02086404711008072,0.01740354299545288,0.00867440178990364,0.005647383630275726,0.004821474198251963,0.00582470279186964,0.00874076597392559,0.0011072291526943445,0.008155366405844688,0.03518422320485115,0.020152688026428223,0.004816272761672735,0.0011453073238953948,0.0004805477801710367,0.024905651807785034,0.006682479754090309,0.045584775507450104,0.004403007682412863,0.0010584231931716204,0.025271978229284286,0.05332883447408676,0.01387822162359953,0.006818288937211037,0.043731939047575,0.1724853664636612,0.01513124629855156,0.01700596883893013,0.015599642880260944,0.010134113021194935,,,,,,,,,,,,,,,
unknown,い,2,3,1.86,2.3600001,0.97753906,,0.00394337996840477,0.0018891297513619065,0.004397390875965357,0.026073291897773743,0.28775033354759216,0.3198224604129791,0.011483622714877129,0.00732931075617671,0.048333682119846344,0.010061218403279781,0.01212703250348568,0.0033534879330545664,0.03518783673644066,0.0075911167077720165,0.21829642355442047,0.005094061139971018,0.0008026968571357429,0.007161624263972044,0.14790372550487518,0.3675917983055115,0.405356228351593,0.07863018661737442,0.013856159523129463,0.0022233687341213226,0.03384868800640106,0.025199566036462784,0.00680023618042469,0.003309787716716528,0.005833539180457592,0.004860185086727142,0.009560024365782738,0.00075890077278018,0.011006071232259274,0.05078316852450371,0.012476284988224506,0.003766342531889677,0.0012737598735839128,0.00032817956525832415,0.02834254689514637,0.005795114208012819,0.0404503308236599,0.002452071523293853,0.0009480039589107037,0.03582034260034561,0.06349430978298187,0.007063639350235462,0.005359944421797991,0.06444354355335236,0.27164795994758606,0.01422849204391241,0.021977005526423454,0.008073202334344387,0.005744370631873608,,,,,,,,,,,,,,,
unknown,猫,4,5,7.62,8.12,0.90771484,,0.0031703892163932323,0.0017560727428644896,0.0036352300085127354,0.0313027985394001,0.09646019339561462,0.21148571372032166,0.03656129166483879,0.005955937318503857,0.053221847862005234,0.034228455275297165,0.021680684760212898,0.007294171489775181,0.04419123753905296,0.013021991588175297,0.08285126090049744,0.004327586852014065,0.001199785154312849,0.0072970204055309296,0.12002073973417282,0.17628680169582367,0.12806902825832367,0.15639039874076843,0.01654592528939247,0.0016003274358808994,0.024346008896827698,0.05191178247332573,0.008614152669906616,0.003820300567895174,0.0025221125688403845,0.006208471953868866,0.03142460808157921,0.0005761742359027267,0.01027942169457674,0.04727346450090408,0.019185904413461685,0.003209133865311742,0.0013894670410081744,0.0007499643252231181,0.07015054672956467,0.002885842463001609,0.04749299958348274,0.0029739374294877052,0.0007335123373195529,0.0777488499879837,0.06294240057468414,0.004483858589082956,0.002109155058860779,0.039125919342041016,0.19895265996456146,0.008905264548957348,0.0468965508043766,0.02214982733130455,0.0032869852147996426,,,,,,,,,,,,,,,
unknown,海,6,7,13.792319,14.292319,0.8432617,,0.0036919654812663794,0.002157642040401697,0.0071925632655620575,0.025647176429629326,0.04688999429345131,0.09629429131746292,0.04366457834839821,0.00855616107583046,0.04904676228761673,0.014957239851355553,0.025101395323872566,0.0044155544601380825,0.024383481591939926,0.016331937164068222,0.0420355424284935,0.00461495341733098,0.001228547072969377,0.00384337967261672,0.1523526906967163,0.10579194128513336,0.08702779561281204,0.1897735595703125,0.009744243696331978,0.002066862303763628,0.034013863652944565,0.09944924712181091,0.007793111260980368,0.005001242738217115,0.0026025488041341305,0.006274881307035685,0.0393257699906826,0.0007566178683191538,0.0191302839666605,0.06817041337490082,0.018836073577404022,0.003926977980881929,0.0016173517797142267,0.001950647565536201,0.10784459859132767,0.0026272134855389595,0.05725478380918503,0.004113038070499897,0.0009887253399938345,0.20609058439731598,0.03925154358148575,0.004523093346506357,0.0018527536885812879,0.061806369572877884,0.20163673162460327,0.008509498089551926,0.08293186873197556,0.01104099303483963,0.0028138107154518366,,,,,,,,,,,,,,,
unknown,選,8,9,20.022923,20.3025,0.9941406,,0.0024005151353776455,0.0016502139624208212,0.0030163247138261795,0.03794452175498009,0.07191981375217438,0.1555081158876419,0.08487224578857422,0.0043257661163806915,0.07194425165653229,0.010411138646304607,0.016798807308077812,0.00363263301551342,0.026357099413871765,0.018741294741630554,0.06972438842058182,0.004059214144945145,0.0011605618055909872,0.003979718312621117,0.1688005030155182,0.1461542397737503,0.11270120739936829,0.2454104870557785,0.017095213755965233,0.0012220846256241202,0.06680627167224884,0.12278161197900772,0.005973891355097294,0.0026913664769381285,0.002540240064263344,0.0048249829560518265,0.06332356482744217,0.0009211857104673982,0.04263058677315712,0.08089545369148254,0.013025199994444847,0.0032386004459112883,0.002069650450721383,0.002174678724259138,0.12233652174472809,0.0032245691400021315,0.0651545599102974,0.005156496074050665,0.0008053853525780141,0.2090919464826584,0.06863273680210114,0.0043034423142671585,0.0011342589277774096,0.09546546638011932,0.19485999643802643,0.006078418344259262,0.10875803977251053,0.01396245788782835,0.002523777075111866,,,,,,,,,,,,,,,
unknown,挙,10,11,20.3025,20.8025,0.9926758,,0.0025295282248407602,0.001977410400286317,0.003732533659785986,0.04812338948249817,0.06395305693149567,0.17589063942432404,0.11320916563272476,0.004887301940470934,0.07842704653739929,0.01358953956514597,0.01479893084615469,0.004130841698497534,0.02655523456633091,0.025487136095762253,0.07615546137094498,0.004361407365649939,0.0020632443483918905,0.00367551576346159,0.20218989253044128,0.16814103722572327,0.13411815464496613,0.25751206278800964,0.02238989807665348,0.001583899836987257,0.0738249272108078,0.11715789884328842,0.007370675913989544,0.0034815745893865824,0.0034633667673915625,0.007353031076490879,0.079703688621521,0.000976345909293741,0.04066557064652443,0.09294837713241577,0.015183177776634693,0.0041740648448467255,0.002427505562081933,0.004369338508695364,0.12373416125774384,0.002759108552709222,0.08284204453229904,0.006432846188545227,0.001229124958626926,0.21176458895206451,0.06573712825775146,0.0049192593432962894,0.0018826386658474803,0.09513406455516815,0.21510103344917297,0.007891369052231312,0.09676728397607803,0.01595967449247837,0.002411386463791132,,,,,,,,,,,,,,,
unknown,人,12,13,25.830002,26.330002,0.9819336,,0.002624885644763708,0.00184639822691679,0.003014098387211561,0.04684534668922424,0.0596931129693985,0.17748317122459412,0.10423769056797028,0.004202751908451319,0.08711868524551392,0.01700933463871479,0.01749924011528492,0.006261351518332958,0.042225584387779236,0.0383102111518383,0.07473984360694885,0.004238730762153864,0.0023996818345040083,0.00497425626963377,0.18992391228675842,0.1529168039560318,0.10032092779874802,0.22580863535404205,0.031553249806165695,0.0011819034116342664,0.08375783264636993,0.11201127618551254,0.0060135964304208755,0.0037068871315568686,0.003438858548179269,0.005053357221186161,0.06592164933681488,0.0010500774951651692,0.044907096773386,0.06418383121490479,0.018987270072102547,0.003088113386183977,0.002447029808536172,0.007066882681101561,0.1144832968711853,0.003201696090400219,0.09370048344135284,0.006119208876043558,0.0014756929595023394,0.1920979768037796,0.0664496049284935,0.004769460763782263,0.0023163820151239634,0.10177572071552277,0.16982154548168182,0.006748262792825699,0.0931357741355896,0.02158462442457676,0.0026744850911200047,,,,,,,,,,,,,,,
unknown,辛,14,15,32.47,32.71,0.875,,0.0025032670237123966,0.001924752607010305,0.0025794105604290962,0.03751614689826965,0.11173108220100403,0.2710861265659332,0.0812695324420929,0.003929816652089357,0.08167979121208191,0.015464571304619312,0.010605338960886002,0.004571122117340565,0.04225599020719528,0.023576676845550537,0.08749087154865265,0.0035011451691389084,0.0023681852035224438,0.00543690612539649,0.21469871699810028,0.17101378738880157,0.11798002570867538,0.22349371016025543,0.022889401763677597,0.0011782541405409575,0.082327701151371,0.07967457175254822,0.006514519453048706,0.003093046834692359,0.0038067330606281757,0.005449375137686729,0.04008249565958977,0.0009978637099266052,0.04204767569899559,0.05134778097271919,0.013590059243142605,0.003189055947586894,0.0022866472136229277,0.0048913853242993355,0.11713819950819016,0.0036182100884616375,0.07955147325992584,0.004503530450165272,0.0012773824855685234,0.17006263136863708,0.057203102856874466,0.004320892971009016,0.0021665836684405804,0.09571406245231628,0.18911318480968475,0.007487030699849129,0.05832234397530556,0.020178157836198807,0.0027794730849564075,,,,,,,,,,,,,,,
unknown,い,16,17,32.71,33.21,0.99121094,,0.00235928688198328,0.0018045541364699602,0.0025348071940243244,0.034219637513160706,0.10925605893135071,0.28535518050193787,0.10222836583852768,0.003693247679620981,0.08079563081264496,0.01680574379861355,0.008656437508761883,0.00427097687497735,0.04025500640273094,0.024551693350076675,0.08813885599374771,0.003260116558521986,0.0021853563375771046,0.005263299215584993,0.24047189950942993,0.17238086462020874,0.12341684848070145,0.27088043093681335,0.02616753615438938,0.0011213748948648572,0.08803397417068481,0.07692919671535492,0.006027433089911938,0.0030023555736988783,0.0036327792331576347,0.005110832396894693,0.047060027718544006,0.0009635158348828554,0.041624195873737335,0.05067525804042816,0.01051349751651287,0.003026033518835902,0.0021912353113293648,0.004966734442859888,0.1436932533979416,0.00352089898660779,0.07995624095201492,0.0042180404998362064,0.0011720545589923859,0.20931024849414825,0.05306784063577652,0.0038010310381650925,0.0018357742810621858,0.10456401854753494,0.17200665175914764,0.006009208038449287,0.050905659794807434,0.032067619264125824,0.002564030233770609,,,,,,,,,,,,,,,
unknown,子,18,19,38.27,38.43,0.9692383,,0.0028445643838495016,0.0026393351145088673,0.0028835521079599857,0.0399368479847908,0.10999816656112671,0.2604987323284149,0.09330511838197708,0.004305913578718901,0.08910638093948364,0.013370843604207039,0.008751322515308857,0.004903790075331926,0.044549208134412766,0.025134263560175896,0.08321423083543777,0.003871674882248044,0.0032922395039349794,0.007262012455612421,0.22407206892967224,0.15168695151805878,0.11988227814435959,0.25188666582107544,0.02417568862438202,0.0016285441815853119,0.11717558652162552,0.07224370539188385,0.007231839466840029,0.0039407117292284966,0.004258268978446722,0.00621083052828908,0.04303572326898575,0.0011511645279824734,0.07109261304140091,0.050934500992298126,0.011117616668343544,0.003906829282641411,0.003408347722142935,0.007281120400875807,0.14262792468070984,0.0060546789318323135,0.07867947965860367,0.004054854158312082,0.0016911537386476994,0.19411227107048035,0.05217040702700615,0.0048309192061424255,0.0028953510336577892,0.1450212299823761,0.15282775461673737,0.006533802021294832,0.04836612567305565,0.028254825621843338,0.0037325264420360327,,,,,,,,,,,,,,,
unknown,供,20,21,38.43,38.93,0.890625,,0.0019561543595045805,0.0017915925709530711,0.0024953519459813833,0.0375077947974205,0.11382929980754852,0.2958291172981262,0.0852719321846962,0.0035094416234642267,0.08014427125453949,0.015782147645950317,0.006942414212971926,0.004115926567465067,0.0413825660943985,0.02038596197962761,0.09221752732992172,0.003619654104113579,0.002460348652675748,0.005882452242076397,0.2502562701702118,0.16101686656475067,0.15645445883274078,0.2648325264453888,0.02209036611020565,0.001432845601812005,0.11844298243522644,0.05395175889134407,0.006347626447677612,0.0031058909371495247,0.0029926535207778215,0.005569770932197571,0.03709764778614044,0.0011063828133046627,0.07171712070703506,0.05354970321059227,0.00778327789157629,0.0034031360410153866,0.002284384099766612,0.005805167835205793,0.15247011184692383,0.005480617750436068,0.07015828043222427,0.0038661311846226454,0.0009150124387815595,0.19518253207206726,0.060060713440179825,0.004433250054717064,0.001679554465226829,0.152332603931427,0.16194123029708862,0.005741930566728115,0.033644940704107285,0.04239628091454506,0.0035984658170491457,,,,,,,,,,,,,,,
unknown,大,22,23,44.685,44.925,0.97802734,,0.002006133319810033,0.0017656702548265457,0.0023729405365884304,0.04358207806944847,0.11647048592567444,0.32541707158088684,0.11567549407482147,0.004113791510462761,0.07239311188459396,0.016900556161999702,0.005522899329662323,0.004149673040956259,0.03472287580370903,0.017232758924365044,0.08661849051713943,0.0033911867067217827,0.0016805316554382443,0.006677279248833656,0.24896083772182465,0.15244285762310028,0.14224869012832642,0.33861738443374634,0.02033931203186512,0.0018057870911434293,0.10845720022916794,0.053978271782398224,0.008580483496189117,0.0030420098919421434,0.0024903053417801857,0.008534005843102932,0.05313030630350113,0.0012430535862222314,0.05477309972047806,0.06185800954699516,0.006206194404512644,0.004369767382740974,0.0020376553293317556,0.004567993339151144,0.16644294559955597,0.005570218898355961,0.06374137848615646,0.004747980739921331,0.0007052599103190005,0.21804070472717285,0.07182352989912033,0.004203041549772024,0.0011840744409710169,0.1265728771686554,0.1705554723739624,0.005998493637889624,0.03248686343431473,0.07139839231967926,0.004134318791329861,,,,,,,,,,,,,,,
unknown,事,24,25,44.925,45.425,0.9946289,,0.002038436010479927,0.0020148681942373514,0.0027148425579071045,0.034482114017009735,0.12111427634954453,0.34074482321739197,0.084271140396595,0.0038535387720912695,0.07092751562595367,0.023416372016072273,0.006279704160988331,0.003794336225837469,0.039421893656253815,0.01842592842876911,0.09456803649663925,0.003369329497218132,0.002084463369101286,0.005405965261161327,0.2807745337486267,0.17329931259155273,0.15485909581184387,0.2647925615310669,0.02009289152920246,0.001516661373898387,0.10254690796136856,0.04250883311033249,0.006797999609261751,0.0033904637675732374,0.003289869287982583,0.006631233263760805,0.03298373892903328,0.000917563505936414,0.053870394825935364,0.04501471668481827,0.006527425721287727,0.003828813787549734,0.0022799610160291195,0.006126780994236469,0.12198236584663391,0.004897473379969597,0.06144469976425171,0.0032513588666915894,0.0009393568034283817,0.21771374344825745,0.05011473596096039,0.0036897265817970037,0.0016340645961463451,0.13631561398506165,0.1476033627986908,0.004949117079377174,0.026437480002641678,0.05864021182060242,0.0031569877173751593,,,,,,,,,,,,,,,
unknown,細,26,27,50.405,50.565,0.9838867,,0.0023724704515188932,0.0022153561003506184,0.002995103830471635,0.042679015547037125,0.11326975375413895,0.33724066615104675,0.10149583220481873,0.00387066463008523,0.07692739367485046,0.027610287070274353,0.008524538017809391,0.006515779532492161,0.0464106947183609,0.02507854625582695,0.09495634585618973,0.004022417590022087,0.0030453267972916365,0.008044066838920116,0.2425031065940857,0.17139942944049835,0.13690750300884247,0.2486935555934906,0.026060009375214577,0.0015560786705464125,0.09798777103424072,0.03957827016711235,0.00903268251568079,0.0038773776032030582,0.0035629579797387123,0.008623036555945873,0.043945424258708954,0.0011228583753108978,0.05155593156814575,0.04695442318916321,0.010831841267645359,0.0042157662101089954,0.0024453899823129177,0.007926933467388153,0.0983094647526741,0.005592947825789452,0.06777267158031464,0.003873009467497468,0.001069162623025477,0.17286553978919983,0.05865722894668579,0.004712691996246576,0.001974155195057392,0.11791271716356277,0.14117936789989471,0.005976218730211258,0.026441071182489395,0.05095363408327103,0.0037300693802535534,,,,,,,,,,,,,,,
unknown,い,28,29,50.565,51.065,0.9951172,,0.003461396088823676,0.0035846089012920856,0.004073712974786758,0.044424671679735184,0.09538669139146805,0.3192744255065918,0.09346961975097656,0.0052060713060200214,0.06881044805049896,0.03338465094566345,0.010247418656945229,0.007790773641318083,0.05117012560367584,0.026573995128273964,0.07914535701274872,0.005682908929884434,0.004074151627719402,0.009046811610460281,0.25063976645469666,0.1421044021844864,0.10413701832294464,0.23590613901615143,0.023849517107009888,0.0021602141205221415,0.08365879207849503,0.03730091452598572,0.012818071991205215,0.005023533012717962,0.0036378956865519285,0.012854432687163353,0.03824186325073242,0.0019096927717328072,0.05200916528701782,0.03862231597304344,0.013356462121009827,0.006599904969334602,0.003879958763718605,0.011435252614319324,0.09739713370800018,0.00738569488748908,0.06975100189447403,0.004867251496762037,0.0013158784713596106,0.1948113590478897,0.05779297649860382,0.006595288403332233,0.0020042245741933584,0.10551848262548447,0.144125834107399,0.008151287212967873,0.02567771077156067,0.0563281774520874,0.004825594834983349,,,,,,,,,,,,,,,
