Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
unknown,色,2.0984826,2.5984826,0.921875,,0.020379984751343727,0.012566850520670414,0.017493586987257004,0.047486141324043274,0.052183546125888824,0.03709946200251579,0.018063552677631378,0.08602357655763626,0.07489579170942307,0.11131598800420761,0.03695506975054741,0.026981070637702942,0.07117775082588196,0.03427435830235481,0.020724350586533546,0.017329005524516106,0.050370413810014725,0.06436194479465485,0.05037616938352585,0.06020968779921532,0.04812481254339218,0.015972750261425972,0.035478562116622925,0.018060363829135895,0.01794649474322796,0.01908719539642334,0.0434887520968914,0.024205198511481285,0.017528710886836052,0.017702240496873856,0.05976710096001625,0.030531033873558044,0.011086886748671532,0.015237955376505852,0.025931425392627716,0.013344218954443932,0.0583641417324543,0.03109501302242279,0.012617326341569424,0.03305762633681297,0.03326018527150154,0.030388254672288895,0.02907179482281208,0.037033140659332275,0.021573472768068314,0.014717069454491138,0.039379604160785675,0.012506651692092419
unknown,色,5.895737,6.395737,0.98291016,,0.018910108134150505,0.011297081597149372,0.013950086198747158,0.044324710965156555,0.07021117210388184,0.02671576477587223,0.017964301630854607,0.05823343247175217,0.048928190022706985,0.11244333535432816,0.05563061311841011,0.029928315430879593,0.07518738508224487,0.034548256546258926,0.02054496482014656,0.00905162189155817,0.06886868923902512,0.043381500989198685,0.03870723024010658,0.055914994329214096,0.06089732050895691,0.009095883928239346,0.022835636511445045,0.01734144054353237,0.011227210983633995,0.018306367099285126,0.035036589950323105,0.0356336385011673,0.01863236352801323,0.019673991948366165,0.05230562761425972,0.02751392312347889,0.011045039631426334,0.015091353096067905,0.02255817875266075,0.013428465463221073,0.02968497760593891,0.01966932602226734,0.011531200259923935,0.03742009401321411,0.024085966870188713,0.017999988049268723,0.020571911707520485,0.026575768366456032,0.019893880933523178,0.02055957354605198,0.0285420510917902,0.007865088060498238
unknown,帽 子,7.774379,8.474234,0.88183594,,0.017978806048631668,0.010081702843308449,0.009004763327538967,0.031019166111946106,0.03017217293381691,0.05165592208504677,0.013592420145869255,0.06938658654689789,0.05796675756573677,0.11253252625465393,0.033631131052970886,0.025154542177915573,0.06031817942857742,0.017893068492412567,0.015540017746388912,0.013427074998617172,0.05407001078128815,0.04855557531118393,0.02199432998895645,0.05241242051124573,0.05195429548621178,0.01353625487536192,0.016677986830472946,0.00922942440956831,0.009989201091229916,0.01862875558435917,0.05311823636293411,0.021693246439099312,0.01731760986149311,0.009278640151023865,0.0559861920773983,0.029838597401976585,0.012945030815899372,0.013394178822636604,0.025446608662605286,0.011105788871645927,0.02776378020644188,0.024601146578788757,0.014385536313056946,0.03249659016728401,0.02095314860343933,0.02348371595144272,0.021995285525918007,0.020323144271969795,0.020238490775227547,0.011717031709849834,0.04237452149391174,0.010919320397078991
unknown,行 性 部,14.184526,15.163858,0.5398763,,0.015029615722596645,0.006991611793637276,0.0061645107343792915,0.025662951171398163,0.09067373722791672,0.021409470587968826,0.006907845381647348,0.03533216938376427,0.0907774269580841,0.2884199321269989,0.10037285089492798,0.03887278959155083,0.03793583810329437,0.03911362960934639,0.051235198974609375,0.005582183133810759,0.17508067190647125,0.05170043185353279,0.022003531455993652,0.037718456238508224,0.030157823115587234,0.008996041491627693,0.013540467247366905,0.007430175319314003,0.009112142026424408,0.013960935175418854,0.034311000257730484,0.014053463004529476,0.020855866372585297,0.004868978634476662,0.04500816762447357,0.024562368169426918,0.010835940018296242,0.02112644352018833,0.0161400455981493,0.04646185040473938,0.02473633736371994,0.024729840457439423,0.006678629666566849,0.03918907046318054,0.036448825150728226,0.006270365323871374,0.015529083088040352,0.009838386438786983,0.00983789935708046,0.015521328896284103,0.03741474822163582,0.028385911136865616
unknown,手 袋,19.696838,20.316671,0.9421387,,0.017683036625385284,0.006785056088119745,0.005852694623172283,0.03336963802576065,0.04526832699775696,0.012485719285905361,0.005415386985987425,0.027774496003985405,0.09293511509895325,0.14270871877670288,0.0590648427605629,0.038357023149728775,0.036012765020132065,0.04176412150263786,0.027625882998108864,0.00474027032032609,0.07626885175704956,0.04787394404411316,0.022252557799220085,0.025841638445854187,0.06572767347097397,0.006255446933209896,0.015515254810452461,0.005666870623826981,0.003881184384226799,0.013247044757008553,0.019886236637830734,0.008776301518082619,0.01110682263970375,0.003146516624838114,0.035058580338954926,0.01905694045126438,0.0131045738235116,0.014739463105797768,0.009660814888775349,0.041413310915231705,0.028047671541571617,0.030699526891112328,0.007818149402737617,0.023224106058478355,0.032003507018089294,0.010695086792111397,0.012216832488775253,0.010328244417905807,0.010761326178908348,0.010084589011967182,0.053231775760650635,0.015595921315252781
unknown,日,27.206364,27.706364,0.6074219,,0.020318148657679558,0.012029807083308697,0.01046538446098566,0.05626518279314041,0.026798656210303307,0.036374859511852264,0.017476078122854233,0.05776634067296982,0.0542757511138916,0.12027540057897568,0.05040764436125755,0.01870684325695038,0.046029385179281235,0.014718951657414436,0.030218303203582764,0.009952916763722897,0.07335485517978668,0.027210302650928497,0.01713383011519909,0.043281204998493195,0.02741653472185135,0.013455957174301147,0.013918726705014706,0.01007926370948553,0.011907956562936306,0.008168302476406097,0.04852977767586708,0.027772104367613792,0.012449544854462147,0.013103511184453964,0.05511727184057236,0.04457280784845352,0.012222512625157833,0.021640902385115623,0.02549143321812153,0.022197389975190163,0.021042389795184135,0.03362684324383736,0.011900052428245544,0.03416268154978752,0.03829890489578247,0.023409312590956688,0.015740573406219482,0.028292030096054077,0.043166182935237885,0.010971021838486195,0.03776463121175766,0.017513440921902657
unknown,希 望,35.06,35.760002,0.89819336,,0.012344364076852798,0.00607349444180727,0.006017116364091635,0.0554722435772419,0.04210236668586731,0.018253136426210403,0.012925907969474792,0.039330292493104935,0.12861181795597076,0.10086758434772491,0.09071893244981766,0.025467470288276672,0.07474895566701889,0.03179057687520981,0.01946251653134823,0.014482243917882442,0.12258704751729965,0.03755324333906174,0.021641479805111885,0.03590664267539978,0.0461227111518383,0.010089041665196419,0.010010688565671444,0.005510730668902397,0.0065189264714717865,0.01413697935640812,0.040976278483867645,0.021177146583795547,0.008195924572646618,0.00905559305101633,0.07029076665639877,0.023599281907081604,0.005933011882007122,0.018606530502438545,0.011101361364126205,0.019289003685116768,0.03415156155824661,0.020856240764260292,0.006484038196504116,0.01383795216679573,0.0273567046970129,0.01645714044570923,0.007990649901330471,0.033096566796302795,0.028387628495693207,0.008297804743051529,0.03721334785223007,0.017422478646039963
unknown,透 明,38.7,39.440002,0.76293945,,0.01623486541211605,0.011892212554812431,0.008401289582252502,0.02885550446808338,0.048114173114299774,0.04224696010351181,0.014589931815862656,0.051390327513217926,0.06658397614955902,0.10333530604839325,0.05783572793006897,0.031303416937589645,0.07874035835266113,0.029007403180003166,0.016979975625872612,0.013299323618412018,0.04146675765514374,0.0794139951467514,0.023911003023386,0.07662490010261536,0.05687437206506729,0.008162103593349457,0.03141811117529869,0.012174325063824654,0.014224980026483536,0.015606218948960304,0.016669072210788727,0.04703301563858986,0.024136019870638847,0.01497026439756155,0.04765252023935318,0.016364898532629013,0.01418261881917715,0.031588807702064514,0.03027627058327198,0.01902615651488304,0.03243034705519676,0.016128864139318466,0.02007765881717205,0.04909345507621765,0.017616424709558487,0.017930680885910988,0.024266211315989494,0.042730532586574554,0.01657968759536743,0.010328172706067562,0.039680078625679016,0.009049572981894016
unknown,食 事,43.633812,44.493584,0.9995117,,0.015810644254088402,0.01037253625690937,0.009096605703234673,0.05318811163306236,0.01514930184930563,0.02888905256986618,0.007985914126038551,0.03811455890536308,0.08512208610773087,0.19593630731105804,0.030539752915501595,0.01939062960445881,0.058128174394369125,0.012031306512653828,0.015698960050940514,0.017616862431168556,0.025554189458489418,0.033913496881723404,0.013114064931869507,0.04135294631123543,0.028956223279237747,0.00902085192501545,0.014059051871299744,0.007483759894967079,0.00949430838227272,0.006180864758789539,0.03763370215892792,0.025173330679535866,0.01652279496192932,0.014175815507769585,0.04002758488059044,0.04110472649335861,0.016336137428879738,0.019354116171598434,0.014628153294324875,0.011434431187808514,0.016463350504636765,0.019137084484100342,0.009933801367878914,0.03487563878297806,0.029330769553780556,0.021607186645269394,0.017193719744682312,0.026226378977298737,0.019509339705109596,0.008574768900871277,0.04218606278300285,0.0064336806535720825
unknown,水 泳,49.82985,50.689617,0.9157715,,0.0861583799123764,0.055493712425231934,0.022428981959819794,0.07257430255413055,0.0036966963671147823,0.017128268256783485,0.031038863584399223,0.0645751953125,0.2095833569765091,0.1983894556760788,0.015371940098702908,0.014209666289389133,0.02410995028913021,0.012580020353198051,0.06915635615587234,0.027062784880399704,0.01690329797565937,0.04564596340060234,0.009946063160896301,0.017083516344428062,0.017181208357214928,0.03196173906326294,0.015826676040887833,0.013201071880757809,0.04537966102361679,0.028092265129089355,0.022468768060207367,0.017337121069431305,0.020490523427724838,0.006439641118049622,0.07527647912502289,0.07263772189617157,0.05163221433758736,0.037897057831287384,0.014751268550753593,0.012651672586798668,0.015130020678043365,0.07569237053394318,0.10716894268989563,0.0589946024119854,0.10524499416351318,0.17874130606651306,0.01695755310356617,0.008785129524767399,0.03272433578968048,0.017386650666594505,0.08944142609834671,0.0160914808511734
