Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
unknown,松 尾 芭 蕉,3.06,3.6999998,0.83013916,,0.016602691262960434,0.01418321207165718,0.014219731092453003,0.04807479679584503,0.015168995596468449,0.010536575689911842,0.027067145332694054,0.01645280420780182,0.017445629462599754,0.22213424742221832,0.07165763527154922,0.04172622039914131,0.029536550864577293,0.010496516712009907,0.037838298827409744,0.012259810231626034,0.10982885956764221,0.003234247909858823,0.004873217083513737,0.006925368681550026,0.026088563725352287,0.019686270505189896,0.004374328535050154,0.001393035752698779,0.012128639966249466,0.004420841112732887,0.11221356689929962,0.008012388832867146,0.001984464470297098,0.003166794776916504,0.32060784101486206,0.08887384086847305,0.007638489827513695,0.008847481571137905,0.0018253858434036374,0.024649959057569504,0.02021203562617302,0.010467658750712872,0.006102968007326126,0.0018221578793600202,0.03962184488773346,0.01648326963186264,0.002363748149946332,0.008651657961308956,0.02210165746510029,0.0065610590390861034,0.011321107856929302,0.02919885516166687
unknown,離 婚,7.98,8.639999,0.83740234,,0.012702996842563152,0.006140357814729214,0.016995305195450783,0.04134562239050865,0.018369657918810844,0.014908703975379467,0.04064928740262985,0.025372613221406937,0.015882758423686028,0.1944904774427414,0.08060409873723984,0.03435935825109482,0.24165278673171997,0.006901055108755827,0.013460847549140453,0.0054330239072442055,0.03849644958972931,0.006019135471433401,0.008071580901741982,0.025109078735113144,0.09954365342855453,0.007510580122470856,0.0037021005991846323,0.003425913630053401,0.008925678208470345,0.010711291804909706,0.0510224811732769,0.0253628920763731,0.003155974205583334,0.018495626747608185,0.16793258488178253,0.016603607684373856,0.005245139356702566,0.009866013191640377,0.004883587826043367,0.010820021852850914,0.01828479953110218,0.0076149944216012955,0.005483029410243034,0.006820522714406252,0.013186641037464142,0.003895518835633993,0.002951272763311863,0.08300013840198517,0.047446057200431824,0.00725810881704092,0.00513840839266777,0.009809190407395363
unknown,ダ ン ス,13.299999,14.08,0.9873047,,0.0695262998342514,0.027923785150051117,0.024151520803570747,0.12950687110424042,0.0782768577337265,0.008259886875748634,0.04471708461642265,0.020052490755915642,0.03773253783583641,0.07881230115890503,0.08894164115190506,0.022935375571250916,0.022895878180861473,0.04009472206234932,0.07085214555263519,0.007403166964650154,0.22663404047489166,0.01475983764976263,0.014462260529398918,0.011754165403544903,0.01587003469467163,0.04712044447660446,0.004971719346940517,0.0021992961410433054,0.02804267406463623,0.028221622109413147,0.17670013010501862,0.00657867593690753,0.004042860586196184,0.004735205322504044,0.1632649004459381,0.11124055087566376,0.02127402275800705,0.022318333387374878,0.002732762834057212,0.1560620814561844,0.06591586768627167,0.02332555502653122,0.013004172593355179,0.005209147464483976,0.12673154473304749,0.01252203993499279,0.005025316961109638,0.018832366913557053,0.09634929150342941,0.0035336425062268972,0.006067429203540087,0.1323804408311844
unknown,ペ ン チ ン,19.588074,20.48754,0.87438965,,0.09253733605146408,0.06883599609136581,0.07894402742385864,0.07406719774007797,0.007669457700103521,0.010669556446373463,0.03812415525317192,0.056561391800642014,0.18406140804290771,0.3896467089653015,0.015408222563564777,0.016487397253513336,0.043836548924446106,0.009151219390332699,0.268104612827301,0.011815298348665237,0.019361402839422226,0.010737246833741665,0.006237488240003586,0.013392397202551365,0.032743919640779495,0.022909043356776237,0.011607661843299866,0.007223108783364296,0.02355550229549408,0.025172904133796692,0.03235156461596489,0.007991957478225231,0.006327352486550808,0.004098928067833185,0.08875445276498795,0.14135582745075226,0.07600560039281845,0.010754253715276718,0.007787971757352352,0.02984735183417797,0.018351545557379723,0.38444721698760986,0.01969224587082863,0.01494426280260086,0.26293402910232544,0.017110951244831085,0.012135479599237442,0.011466221883893013,0.05186475068330765,0.009376132860779762,0.03641761466860771,0.04387817159295082
unknown,狩,27.177914,27.677914,0.9873047,,0.01786281168460846,0.011716056615114212,0.02299639955163002,0.10532418638467789,0.12311828881502151,0.014343553222715855,0.024077419191598892,0.03106296993792057,0.048019398003816605,0.2763845920562744,0.17716482281684875,0.027798352763056755,0.03959386423230171,0.042592208832502365,0.03487733379006386,0.023344676941633224,0.10857853293418884,0.028436904773116112,0.06193844974040985,0.04593159258365631,0.01749025657773018,0.01616493985056877,0.0071043758653104305,0.011021890677511692,0.015944864600896835,0.013208800926804543,0.05166701227426529,0.019117126241326332,0.012782653793692589,0.014275162480771542,0.06770897656679153,0.029518146067857742,0.010285149328410625,0.00727341091260314,0.027005311101675034,0.024818260222673416,0.029724789783358574,0.02850421704351902,0.010462711565196514,0.012746020220220089,0.04161854460835457,0.047799527645111084,0.011837280355393887,0.03149993717670441,0.02025783248245716,0.01814412698149681,0.04869827628135681,0.03137431666254997
unknown,遭 談,32.343845,32.942604,0.7258301,,0.01376565732061863,0.013190241530537605,0.008537167683243752,0.061963241547346115,0.107882559299469,0.048931896686553955,0.017674937844276428,0.12066224217414856,0.11610150337219238,0.21187718212604523,0.08065778762102127,0.032067060470581055,0.19674639403820038,0.06168415769934654,0.025443710386753082,0.018316272646188736,0.07334542274475098,0.0815548226237297,0.05029769986867905,0.06643754243850708,0.09682665020227432,0.013860716484487057,0.029892796650528908,0.00680867675691843,0.008542042225599289,0.04085688665509224,0.045535843819379807,0.023000216111540794,0.013504085130989552,0.011987774632871151,0.10386131703853607,0.021201960742473602,0.017352718859910965,0.021215392276644707,0.018187813460826874,0.016612809151411057,0.047655414789915085,0.015738295391201973,0.01675482653081417,0.023796478286385536,0.01667383871972561,0.022784952074289322,0.026705265045166016,0.07625175267457962,0.01680281013250351,0.018078800290822983,0.036334410309791565,0.01759415864944458
unknown,オ 化 ケ,38.25161,38.991116,0.8601888,,0.005517218727618456,0.003664124058559537,0.0051585095934569836,0.020473752170801163,0.08719869703054428,0.0315740741789341,0.017792358994483948,0.026331359520554543,0.011158603243529797,0.09267755597829819,0.1153235211968422,0.018787885084748268,0.10337758809328079,0.02301015891134739,0.010028703138232231,0.009029267355799675,0.2206066995859146,0.024226445704698563,0.01793464832007885,0.08456031233072281,0.07190151512622833,0.010272000916302204,0.008851834572851658,0.0041867997497320175,0.007501000072807074,0.007383411750197411,0.08230435103178024,0.04359474033117294,0.0052245017141103745,0.020000971853733063,0.1160290390253067,0.013127260841429234,0.0031585688702762127,0.007418388966470957,0.010156361386179924,0.01689157262444496,0.03439020365476608,0.006718824617564678,0.0033564092591404915,0.009714461863040924,0.010272985324263573,0.005201675463467836,0.009372674860060215,0.08424952626228333,0.023366911336779594,0.006033038720488548,0.006294856779277325,0.017565714195370674
unknown,四 つ 葉 の ク ロ ー バ ー,44.29398,45.37136,0.96120876,,0.08172643929719925,0.04385541006922722,0.02635028213262558,0.047307372093200684,0.02134900912642479,0.005435414612293243,0.023126671090722084,0.010837310925126076,0.008359123952686787,0.09274817258119583,0.07461938261985779,0.049128614366054535,0.032404668629169464,0.02510894648730755,0.017714664340019226,0.017832458019256592,0.03938950598239899,0.01932513155043125,0.008706760592758656,0.009635564871132374,0.024769252166152,0.0092892125248909,0.010111108422279358,0.0056312899105250835,0.008241765201091766,0.011729869060218334,0.08159219473600388,0.0037425411865115166,0.002762469695881009,0.004200788680464029,0.25916653871536255,0.05763746052980423,0.02270783670246601,0.01752142794430256,0.0015492069069296122,0.03748764842748642,0.039377856999635696,0.0033144166227430105,0.0029611128848046064,0.0045379456132650375,0.026405079290270805,0.005383341573178768,0.0047060055658221245,0.011987937614321709,0.06678536534309387,0.011458827182650566,0.008135917596518993,0.012836741283535957
unknown,草,51.356796,51.856796,0.6870117,,0.011776125989854336,0.01236541848629713,0.012984833680093288,0.13282136619091034,0.04687142372131348,0.025538992136716843,0.05520770326256752,0.08524387329816818,0.023304427042603493,0.03766603395342827,0.012284054420888424,0.024490583688020706,0.36153343319892883,0.028185328468680382,0.015670238062739372,0.038545139133930206,0.011343230493366718,0.06231256201863289,0.055262044072151184,0.07626251876354218,0.15361283719539642,0.01800510473549366,0.03068261779844761,0.010532878339290619,0.0070058549754321575,0.03525876998901367,0.03040948510169983,0.018750369548797607,0.017485180869698524,0.02092728577554226,0.08611630648374557,0.03298283740878105,0.014081887900829315,0.01930444873869419,0.03930886089801788,0.00852709449827671,0.06313366442918777,0.018598707392811775,0.02276715636253357,0.02808563970029354,0.020807970315217972,0.05519970878958702,0.022700361907482147,0.22473138570785522,0.10533574223518372,0.01873916946351528,0.025307655334472656,0.008003976196050644
unknown,貧 困,58.15596,58.89546,0.6522217,,0.010072391480207443,0.005511363968253136,0.008341231383383274,0.02780512347817421,0.033076442778110504,0.04459456726908684,0.020624971017241478,0.04226691648364067,0.032781198620796204,0.1801069974899292,0.08866815268993378,0.02787703461945057,0.22597752511501312,0.00651542516425252,0.009169959463179111,0.005484974943101406,0.04517398402094841,0.018201909959316254,0.01015547290444374,0.04995541647076607,0.1323554813861847,0.005125359166413546,0.008360249921679497,0.008566304109990597,0.008023962378501892,0.01406792365014553,0.026183035224676132,0.08706199377775192,0.008867922239005566,0.049349524080753326,0.0632554143667221,0.012571916915476322,0.0040274569764733315,0.017867522314190865,0.012071213684976101,0.009173697791993618,0.02187279798090458,0.007695646956562996,0.008745945990085602,0.024082468822598457,0.007687500678002834,0.0067263320088386536,0.008532322943210602,0.09689522534608841,0.02374262362718582,0.01223235484212637,0.015331942588090897,0.005433303769677877
