Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,ふ,0,1,2.2550437,2.4146929,0.94189453,,0.017171911895275116,0.009570440277457237,0.01315220445394516,0.05335373431444168,0.003797955112531781,0.10544613748788834,0.012316244654357433,0.007059049792587757,0.24610929191112518,0.16316476464271545,0.06673423200845718,0.008878949098289013,0.27088701725006104,0.0734347403049469,0.036920830607414246,0.02068214677274227,0.0019044906366616488,0.0028514117002487183,0.07640495896339417,0.07652738690376282,0.006200072821229696,0.008552172221243382,0.14863748848438263,0.0010521684307605028,0.01858462579548359,0.008207214064896107,0.027333006262779236,0.008930082432925701,0.005177718121558428,0.011682956479489803,0.0026110971812158823,0.005731454584747553,0.0025762387085705996,0.0005990525824017823,0.10350559651851654,0.020472327247262,0.010906187817454338,0.005748974159359932,0.003304487792775035,0.0023149719927459955,0.08719330281019211,0.004564405884593725,0.009323854930698872,0.01335140597075224,0.11573129892349243,0.012392004020512104,0.004678743425756693,0.009653414599597454,0.10561497509479523,0.06076787784695625,0.012498249299824238,0.019088517874479294,0.0017266570357605815,,,,,,,,,,,,,,,
unknown,わ,2,3,2.4146929,2.6142542,0.99658203,,0.06993336230516434,0.04963812604546547,0.02799171395599842,0.05440167337656021,0.006403889507055283,0.09987032413482666,0.012184866704046726,0.023842625319957733,0.22947542369365692,0.08880462497472763,0.09303344041109085,0.012335222214460373,0.1864756941795349,0.07696179300546646,0.04116998240351677,0.046894241124391556,0.004975875373929739,0.006850542966276407,0.07109485566616058,0.06682194024324417,0.007343044504523277,0.008693791925907135,0.08911380916833878,0.003754513571038842,0.025636771693825722,0.010911774821579456,0.07143624871969223,0.022500669583678246,0.012771785259246826,0.03560696914792061,0.002642444334924221,0.02160547859966755,0.00513978349044919,0.0007407173980027437,0.14663754403591156,0.0655163824558258,0.04383388161659241,0.013085836544632912,0.004091558046638966,0.0090967221185565,0.1203034296631813,0.008721308782696724,0.03468843922019005,0.013666917569935322,0.0793781653046608,0.03515906259417534,0.014275142922997475,0.014942447654902935,0.08852928876876831,0.12562623620033264,0.016109898686408997,0.015574065037071705,0.005508232396095991,,,,,,,,,,,,,,,
unknown,ふ,4,5,2.6142542,2.7339911,0.99365234,,0.11372718960046768,0.10754035413265228,0.04574553668498993,0.09330233931541443,0.004116429481655359,0.04996345937252045,0.009862416423857212,0.043053288012742996,0.18245971202850342,0.023162955418229103,0.0676436498761177,0.015546072274446487,0.15560433268547058,0.06972392648458481,0.027042914181947708,0.05374281480908394,0.006147114094346762,0.011472048237919807,0.02261614426970482,0.029878951609134674,0.0038346420042216778,0.004956311546266079,0.0578426867723465,0.01131197065114975,0.021175695583224297,0.005240238271653652,0.16771410405635834,0.0434420183300972,0.00993583258241415,0.10811054706573486,0.0026414114981889725,0.029375549405813217,0.003003640566021204,0.0006674485048279166,0.2105332762002945,0.17410986125469208,0.08740745484828949,0.012338373810052872,0.0018184982473030686,0.017076821997761726,0.12117033451795578,0.007808430586010218,0.08277647942304611,0.0036779020447283983,0.05631685256958008,0.057152941823005676,0.02972199022769928,0.008034823462367058,0.05725094676017761,0.25296178460121155,0.007050761952996254,0.003820233279839158,0.010302542708814144,,,,,,,,,,,,,,,
unknown,わ,6,7,2.7339911,3.2339911,0.9902344,,0.18310417234897614,0.24418364465236664,0.07652860134840012,0.10978090763092041,0.003690102370455861,0.02787911519408226,0.00791589729487896,0.0745646208524704,0.14007818698883057,0.012797405943274498,0.04925374314188957,0.012022869661450386,0.10671871155500412,0.04104170575737953,0.01849142648279667,0.061557453125715256,0.01061360351741314,0.012864310294389725,0.01297638937830925,0.015715016052126884,0.003103706520050764,0.004783612675964832,0.025497175753116608,0.035159774124622345,0.020709162577986717,0.005725062917917967,0.23415102064609528,0.07592928409576416,0.011369101703166962,0.1857709288597107,0.002408563392236829,0.03229803591966629,0.0028894180431962013,0.0008415196207351983,0.19738583266735077,0.3160523474216461,0.20639443397521973,0.013277928344905376,0.0023415435571223497,0.03121378645300865,0.08720662444829941,0.007045673672109842,0.18549062311649323,0.0033445407170802355,0.033724620938301086,0.07794176042079926,0.07883180677890778,0.007670065388083458,0.03927108272910118,0.2813396155834198,0.007252736948430538,0.002430645050480962,0.016347454860806465,,,,,,,,,,,,,,,
unknown,勝,8,9,8.680921,8.8405695,0.8544922,,0.05575871095061302,0.09799866378307343,0.03295033425092697,0.1095895990729332,0.04998444765806198,0.12506753206253052,0.027387278154492378,0.04499797523021698,0.15407198667526245,0.01994450017809868,0.0182353463023901,0.007899659685790539,0.12774643301963806,0.030800674110651016,0.04078776389360428,0.024178849533200264,0.022730961441993713,0.013166001997888088,0.09046371281147003,0.06351588666439056,0.02951945923268795,0.0528850182890892,0.02742328681051731,0.054639361798763275,0.061776597052812576,0.022724855691194534,0.13564805686473846,0.055579252541065216,0.01966135762631893,0.1453409194946289,0.011079621501266956,0.00632514338940382,0.0155330840498209,0.011243307031691074,0.07887417823076248,0.13747373223304749,0.10883042216300964,0.0212948489934206,0.04135657101869583,0.027713680639863014,0.08184319734573364,0.004600214771926403,0.14326396584510803,0.03621182590723038,0.054589856415987015,0.03725217282772064,0.15778452157974243,0.04310716688632965,0.13539917767047882,0.10599534213542938,0.015987033024430275,0.014836570248007774,0.018013859167695045,,,,,,,,,,,,,,,
unknown,チ,10,11,8.8405695,9.3405695,0.52734375,,0.06482400000095367,0.12298633903265,0.022402049973607063,0.05629611387848854,0.007380166556686163,0.03893531858921051,0.015019873157143593,0.03841347619891167,0.047799479216337204,0.0282063540071249,0.033434703946113586,0.0156043516471982,0.10028284043073654,0.047129977494478226,0.011092226020991802,0.026521187275648117,0.04556231200695038,0.024335995316505432,0.04421582072973251,0.01276793796569109,0.0023375845048576593,0.01994425617158413,0.01843489147722721,0.026698030531406403,0.009404223412275314,0.013403343968093395,0.2374640256166458,0.04577859118580818,0.00920652411878109,0.22228699922561646,0.004628235474228859,0.013809610158205032,0.007221980020403862,0.001644497737288475,0.1644008755683899,0.1435365527868271,0.1554834544658661,0.08725866675376892,0.010630288161337376,0.015957729890942574,0.07176080346107483,0.005819444078952074,0.08524179458618164,0.03622741997241974,0.022870978340506554,0.031816624104976654,0.03861476480960846,0.009554959833621979,0.05415765568614006,0.09747306257486343,0.014864894561469555,0.009046239778399467,0.014738856814801693,,,,,,,,,,,,,,,
unknown,神,12,13,14.124697,14.364538,0.9433594,,0.12274598330259323,0.23723579943180084,0.04192052781581879,0.06931304186582565,0.007640178315341473,0.026942433789372444,0.013445458374917507,0.10627491027116776,0.027614958584308624,0.013959579169750214,0.03386215493083,0.015205521136522293,0.041279137134552,0.052503932267427444,0.015836456790566444,0.07032367587089539,0.06798757612705231,0.029110439121723175,0.031747542321681976,0.010326573625206947,0.0037449621595442295,0.018956653773784637,0.009791683405637741,0.11460818350315094,0.012287412770092487,0.014646243304014206,0.24994097650051117,0.11197633296251297,0.011410518549382687,0.2862536609172821,0.005216358229517937,0.051472198218107224,0.009086658246815205,0.0027001157868653536,0.10277310013771057,0.27494192123413086,0.24587273597717285,0.07654360681772232,0.01408423576503992,0.04833219572901726,0.09271087497472763,0.01876806654036045,0.14066535234451294,0.03151944652199745,0.025831125676631927,0.10336831957101822,0.09416534006595612,0.013237124308943748,0.03434199467301369,0.13672512769699097,0.01319159846752882,0.010834808461368084,0.047923386096954346,,,,,,,,,,,,,,,
unknown,社,14,15,14.364538,14.404511,0.91259766,,0.11195043474435806,0.16433092951774597,0.040324874222278595,0.06490753591060638,0.00824763998389244,0.03789673373103142,0.02037179283797741,0.0657418891787529,0.03802056610584259,0.01869312673807144,0.04251451790332794,0.03446872532367706,0.05608650669455528,0.09648687392473221,0.020245889201760292,0.050084300339221954,0.05360334739089012,0.0560908280313015,0.03288137540221214,0.015655340626835823,0.004102316219359636,0.020213790237903595,0.022097252309322357,0.03482770547270775,0.014494193717837334,0.010795898735523224,0.2512333393096924,0.08203862607479095,0.011616941541433334,0.22292101383209229,0.008902223780751228,0.035981182008981705,0.00881555862724781,0.0025703036226332188,0.14471085369586945,0.1740102767944336,0.14975577592849731,0.1463177353143692,0.011761603876948357,0.05847899243235588,0.10373058170080185,0.009023654274642467,0.07400624454021454,0.02763810195028782,0.028261268511414528,0.06864846497774124,0.03449707478284836,0.014534571208059788,0.02473265491425991,0.08173330128192902,0.009439424611628056,0.008205180056393147,0.03902468457818031,,,,,,,,,,,,,,,
unknown,ャ,16,17,14.404511,14.904511,0.53125,,0.07809259742498398,0.12412287294864655,0.02744879387319088,0.0532938577234745,0.01775360479950905,0.07499830424785614,0.03198545053601265,0.0480981171131134,0.04381793364882469,0.022796718403697014,0.03300304710865021,0.021448364481329918,0.06475890427827835,0.08123452216386795,0.024361418560147285,0.03896552696824074,0.05283679440617561,0.04136645421385765,0.0952267199754715,0.028539536520838737,0.007011722773313522,0.04450284689664841,0.0275897067040205,0.029128102585673332,0.019610656425356865,0.02017655409872532,0.19905169308185577,0.05544980987906456,0.013894258998334408,0.18175679445266724,0.011701777577400208,0.028223346918821335,0.01639004983007908,0.003786178072914481,0.10700812190771103,0.1329859346151352,0.13794861733913422,0.11630851030349731,0.027494575828313828,0.03515113517642021,0.11600207537412643,0.011008694767951965,0.06872954219579697,0.07565835863351822,0.031070327386260033,0.051333148032426834,0.0319366492331028,0.02405230887234211,0.05158369243144989,0.07274653762578964,0.016662370413541794,0.016057536005973816,0.02747298590838909,,,,,,,,,,,,,,,
unknown,ご,18,19,20.200686,20.36058,0.9628906,,0.06633229553699493,0.09994826465845108,0.027853744104504585,0.050918783992528915,0.022608961910009384,0.10386604815721512,0.03494426608085632,0.04131419584155083,0.04970410838723183,0.030324893072247505,0.034529320895671844,0.01983644627034664,0.06301507353782654,0.07665907591581345,0.02954675815999508,0.04008239135146141,0.046546291559934616,0.037431925535202026,0.1378970742225647,0.041192032396793365,0.010366057977080345,0.05202263966202736,0.029323991388082504,0.02692681923508644,0.023928530514240265,0.023830724880099297,0.1867198795080185,0.04749566689133644,0.015235125087201595,0.16936543583869934,0.011115901172161102,0.025333883240818977,0.02098420262336731,0.0040393369272351265,0.10113225132226944,0.11833859235048294,0.10720397531986237,0.08450968563556671,0.030242081731557846,0.029426218941807747,0.11975137144327164,0.012320980429649353,0.056866131722927094,0.08752703666687012,0.030209211632609367,0.05176664516329765,0.03233073651790619,0.03080032952129841,0.062037158757448196,0.0685824453830719,0.019773133099079132,0.024152880534529686,0.024347594007849693,,,,,,,,,,,,,,,
