-2.882888	2.321372	-1.348403	0.174838	-0.213723	1.682268	-1.489773	-1.160393	-1.832657	-1.018553	1.482416	-0.366447	-0.412343	-0.615236	0.098422	-0.403324	-1.475058	-0.265373	-0.449555	1.410959	0.654807	0.883220	-1.003995	1.130175	-2.001135	0.598415	0.826871	-0.725322	-1.068693	-0.643557	-1.340556	1.576865	-1.303392	-1.022484	0.220233	-0.624311	-1.181267	1.155001	2.807253	-0.943254	0.724670	0.367972	0.714683	-0.238670	-1.696760	-0.554110	0.303041	-1.142254	-1.219903	-1.073756	-0.551878	-0.287874	-0.302331	-0.437901	0.460761	1.266954	-2.886725	-0.594090	-0.642003	0.396920	-0.332717	-0.334118	0.408987	0.432038	-0.023844	0.998483	0.304644	-2.085620	-0.262046	-1.020086	0.576437	1.280192	0.622170	-0.805050	0.604187	-0.538577	-1.694297	-0.729550	-0.645527	1.184183	0.415397	0.071472	1.116608	-0.557418	0.948220	-0.193001	-0.707150	-0.891486	0.875503	-0.561667	-1.086568	1.562710	-0.754872	0.957456	1.071711	-0.522694	0.467789	-0.836100	1.737007	-0.467835	0.643032	-0.684326	0.703072	-0.667179	0.135903	0.208348	-1.018601	-0.137497	0.736098	-0.282832	-1.619985	0.361314	0.098923	-1.507557	0.645390	-1.686441	-0.452911	0.590897	-0.213594	0.028128	0.285762	-0.651986	1.462872	0.449097	0.262792	-1.193191	-0.201529	-0.607793
0.385881	-0.120004	-0.802544	-0.288667	0.385878	1.226481	-0.588737	1.600756	0.856080	-0.926185	-1.072230	0.867944	-0.703235	-0.350539	-3.673328	0.620284	-0.457424	0.073070	1.680408	-1.236573	-2.924839	0.903624	-0.140365	0.569040	0.432671	-0.106787	0.155543	-1.379695	0.802890	-0.539535	0.988369	1.416550	2.190619	0.254420	1.326981	2.233306	-0.833566	0.537839	-0.741722	2.148859	-0.593033	-0.097615	-0.995500	0.434663	0.629400	-1.180922	1.157487	-0.761929	-2.372945	0.082146	0.004114	1.936995	-0.467311	1.020741	-0.261591	-0.667712	-0.073575	-0.802359	1.204269	0.825510	0.044504	-0.302268	-0.556708	-1.922580	1.274210	-0.546095	0.116213	-0.068143	0.252038	-1.010272	-0.268525	-0.948433	-1.720303	0.034504	0.857542	1.030204	-0.961026	0.701304	0.179905	-1.040035	1.506960	1.111611	0.516166	1.274370	1.063967	-1.214459	2.946901	0.049282	-0.677317	0.505267	0.428338	-0.965414	-0.520677	-2.103096	-0.404055	-0.049537	-1.086448	-1.085928	0.333780	2.289407	-0.245258	0.238770	0.622551	-0.272846	0.993335	1.356416	-1.745450	-1.080911	-0.770978	-0.435008	1.490598	0.819594	-0.883757	0.323241	-0.383251	-1.368799	-0.175095	1.846040	-0.309519	0.483483	0.102777	-0.127735	0.239344	-0.379892	0.598442	-0.784014	0.584643	-0.531606
1.320258	-1.612010	-0.703858	-0.384689	2.587314	0.228385	0.141706	0.068837	-0.724075	-0.171507	-0.153334	-0.362219	-2.069796	-0.265731	0.544245	1.617821	-0.942956	0.440113	-1.049285	-0.520160	-0.722306	-0.568336	-1.809905	0.214500	-1.373035	0.067593	0.917552	2.422375	-0.655379	-0.486806	1.054109	0.686531	0.094013	0.827341	1.600011	1.133983	-0.832241	0.882867	0.986598	0.088246	0.130586	-1.529584	0.500200	-0.987451	0.948408	0.642274	-0.794102	0.025199	-1.245821	-0.056168	0.029239	1.950696	-1.994991	0.046463	0.947583	0.429256	1.056543	0.744762	-1.206619	0.796921	-1.006173	-2.896069	0.570055	1.539750	0.828064	-0.388075	1.532955	-0.651820	0.315975	-0.111778	0.447960	-0.330268	-0.617423	0.937706	1.737019	-0.867965	-1.646152	-0.349950	-0.495153	-0.995774	-0.582607	1.481417	0.726083	1.811019	-1.074257	-0.363661	0.889124	0.216813	-1.042660	1.236734	0.204373	-1.138567	-0.975989	0.068207	-2.272373	-2.275662	-0.207487	-1.459607	1.711447	0.675281	1.161448	0.077191	0.855148	-1.382008	0.354808	-1.184896	-0.429293	-1.413848	-0.655773	-0.223881	-1.032092	-0.504063	1.961864	0.412666	-2.391560	-1.056170	0.396087	0.450925	1.553975	-0.526697	2.080120	0.481527	0.322240	-1.667731	-0.159063	0.290089	-0.817818	0.349691
-0.439727	1.725133	-0.502634	0.899817	0.384608	0.954615	-1.085990	-1.878128	-0.561039	-0.576437	1.290709	-1.236383	2.415791	0.267378	-1.047393	1.046434	0.728443	-1.079455	-0.036539	-1.588333	1.211881	-0.201312	2.893081	0.415055	0.909743	-0.122993	-1.418059	-0.868133	-0.524369	-0.184578	-1.839490	0.665688	2.387348	-0.263641	-0.348361	1.383334	0.892365	-0.711009	1.758800	1.241318	-0.929228	0.069529	0.718011	0.451891	0.612140	1.136798	-1.884030	-0.066393	0.945399	-0.748263	2.554073	-0.256739	0.468357	-1.297603	-1.649452	-0.203639	-0.667530	0.080468	0.136814	-0.325636	0.090234	0.076384	0.256324	-0.627597	-0.251112	1.460272	-1.420851	-1.836846	-0.908950	-0.838262	1.690310	-0.311740	0.217231	0.330401	-0.410435	0.897393	0.319822	-0.063625	-0.677832	1.762191	0.206335	0.106567	-1.443303	1.431848	0.491353	-0.233429	-0.707013	1.343301	1.348673	0.953610	-0.255533	0.600807	0.194522	0.461757	-0.636118	-0.352224	0.029554	0.461785	-0.787070	-0.620506	-0.553300	0.726408	0.073390	-0.956254	1.195237	-0.188415	-0.358859	0.046696	0.771776	-1.226352	1.730156	1.136590	0.443532	-0.237394	-0.528050	-0.358653	-0.876106	-1.368074	-0.713476	0.663852	-1.281896	-1.129742	0.775639	0.909046	1.761917	0.233527	1.919122	0.848972
0.120242	-1.492454	-0.744937	1.562339	-0.822498	-1.215124	0.338961	1.478812	0.344171	1.656693	-1.241713	-0.718500	-0.256293	-1.619765	-0.434239	0.304896	0.813971	-0.777960	0.771061	-1.694616	-0.706867	0.821846	0.491380	-0.013962	1.168500	-0.628967	1.137581	0.838913	0.702522	1.483515	-1.037387	0.880973	-0.589804	0.598071	0.867821	0.156551	0.026496	0.460215	0.676943	-1.065061	-1.496163	2.133083	0.818588	-0.835882	0.829880	0.443067	0.033489	-1.139947	0.137039	-0.272958	-0.070730	0.745900	-1.449670	-1.053763	-0.578369	-1.594484	-0.463306	-0.490767	-0.754732	-1.598856	-0.381443	-0.311462	0.150406	1.219040	-2.003733	0.445633	-0.956633	-1.736235	1.283002	-0.149575	1.404312	0.120114	0.203751	0.873892	0.283780	-0.721733	-0.695860	-0.515168	-0.226417	-0.152093	1.135657	-0.525895	-1.146712	0.530983	-0.211076	0.526252	1.147758	2.085395	-1.413517	-0.554996	-0.154321	-1.839151	-0.911483	-0.370860	0.220341	0.383752	1.119161	-1.043733	0.120038	-0.308857	0.711168	-0.082189	1.827357	-0.609710	0.532153	0.023061	1.985390	2.022466	0.193966	-0.190385	-0.287882	0.296860	-0.418397	1.050570	0.865197	-1.534891	-1.239744	0.558618	-0.683955	0.633622	-1.282730	-1.558010	0.636706	1.645909	-1.723813	0.073233	-0.623375	2.203623
-0.203937	-1.134573	0.493374	1.121915	1.658259	-0.298121	1.641561	0.799924	-1.197055	0.045872	0.164905	1.285942	0.578718	-0.659098	1.810756	-1.318047	1.396803	-1.243689	-0.020730	-2.005647	0.718351	-0.907079	-0.227883	-2.417075	0.824894	-0.313115	-0.375066	2.231928	-0.514950	0.265928	-0.260085	0.558369	-0.606896	-0.486210	0.646874	1.269494	0.373216	0.635749	-0.805841	-0.339936	2.010770	1.149076	0.107804	-1.492301	0.341052	-0.388299	1.302052	2.003171	0.881789	1.416208	-0.135137	-0.756631	-0.641579	-1.456606	-0.579215	0.546364	0.347901	0.049044	0.892696	-0.071387	-0.554535	1.025956	-1.951900	-0.841211	-1.810974	-0.204103	0.946047	1.129234	-0.172370	-0.461063	0.930840	-0.051269	0.421656	1.157246	-0.962276	0.422411	0.329506	0.229217	1.797284	0.199728	0.549937	0.133730	0.345470	0.882853	0.395498	0.448442	-1.072302	-0.624341	2.416252	0.997101	1.513417	-0.305126	0.246724	1.119577	-0.007903	0.577293	0.122900	-0.146670	0.139156	-1.581561	2.211568	1.776938	0.803851	-0.647874	0.889848	-1.571782	-0.074181	-0.707361	-0.598716	-0.749913	-0.223904	-0.417525	0.864742	0.243836	0.619696	-0.797962	-0.365133	-0.251946	-2.112747	1.992620	-0.207639	-1.924627	0.874257	-0.417378	0.816282	1.271012	0.579617	-0.407047
0.010202	-0.305096	0.063602	0.633702	-0.718973	-0.165473	-0.719541	-1.523278	0.579369	0.704421	-0.493724	1.084627	0.402355	0.679139	0.999067	0.176104	-0.329714	0.122198	0.303936	-1.152262	0.388385	1.759468	-1.053238	1.159163	-0.289185	0.413720	-0.184143	-0.518039	-0.405080	-0.680545	0.047442	-1.403667	0.148168	1.114035	0.492817	-0.060704	-0.127892	0.003831	-0.034406	0.244964	1.741630	0.429143	0.020683	2.650337	-0.688229	-1.166934	-0.056256	-0.129464	0.168230	0.197923	-1.234319	1.195184	1.311832	-0.283145	-0.938338	0.092310	-1.656244	1.018923	-0.408641	0.490365	-0.425843	-2.125243	-1.370448	-0.757283	-0.670926	0.773234	0.401590	-0.402217	0.284240	-0.694096	-2.477969	2.645470	-0.508324	-1.774434	-2.156109	-0.594496	0.432835	-0.502733	-0.712290	-1.271825	-0.374507	-0.965475	-0.127167	-0.408016	0.736702	-1.321801	2.059667	0.132544	0.005427	-0.036525	-0.127215	0.347326	-1.264983	1.751602	0.278672	0.213448	-0.000958	-0.082376	0.900614	0.962282	1.200748	0.654817	0.498379	0.217452	0.637114	-1.055048	-1.005309	0.656072	-0.730895	-0.683007	-0.527634	-1.086112	0.066485	-0.890188	-0.772231	0.549360	-0.898597	-0.122149	-0.235428	1.276588	0.209865	0.482751	-0.324085	-1.219786	0.001076	-0.088078	-1.268706	-0.384763
0.955564	-0.685825	2.125337	-1.189136	1.089253	-1.676388	-0.997835	0.012826	-0.457663	-0.626283	1.231536	-0.266126	0.644081	-0.623036	2.303621	-0.142713	-0.854935	0.122777	-0.609894	1.492085	1.867092	0.018392	0.065825	0.204089	-1.899059	0.450786	0.041751	-0.130505	-0.928574	-0.952665	-0.875396	1.900585	1.435972	1.409749	1.307119	0.906893	0.614877	-1.415087	-1.439341	-1.295615	1.478590	-0.706305	-0.758334	1.854690	-0.234708	-1.762733	1.294753	-0.681234	0.433530	0.232799	-0.446480	1.958179	-0.631390	0.504369	-0.089364	-1.122116	-0.027136	0.195722	-1.418040	-1.551831	1.107833	0.798389	2.605042	-0.142389	0.524665	0.002111	1.443697	0.438356	0.219826	-0.687583	-0.436244	-0.484351	0.447939	0.394318	-0.899426	-0.600020	-0.182230	-0.604992	0.626312	-0.352131	1.534603	0.767367	0.528333	0.455905	-0.212512	-1.105413	0.922421	0.296284	0.264679	1.522214	-0.278536	0.556859	0.622211	-0.802268	0.920065	-0.034890	-1.021501	1.606095	0.344605	1.907585	1.453433	0.239868	-0.914745	0.175575	0.653763	1.106467	-0.013247	0.159930	-1.061435	0.921764	0.031684	-0.892300	2.007132	-0.495222	0.416708	-0.084997	-0.824238	0.273519	0.422818	-0.984759	-0.195135	-0.773408	0.870882	-0.293966	1.230888	-0.507295	-1.037187	-1.244646
-0.678487	0.283201	1.264158	0.138950	0.376685	1.149224	1.409598	1.606863	1.025870	-1.556166	0.263057	0.354579	1.434889	-0.208995	-2.193642	0.705577	-0.204127	-0.838014	0.301452	0.644253	-0.385166	0.051982	0.562351	-0.133430	-2.644054	0.374059	0.396755	-1.569739	-0.742086	0.746110	0.236436	1.630221	-0.068431	-0.565716	-0.190236	0.874098	-0.079310	-0.166511	0.027148	-1.378257	-0.548777	0.253864	-0.831658	0.399229	-0.667227	1.164092	-0.388592	1.428154	-3.424209	1.030996	-1.260059	0.769542	-0.196380	-1.403952	-2.417964	0.523020	0.554074	-0.082845	1.165673	1.840540	-0.590991	-0.134749	0.782924	-0.396195	-0.467478	-0.737228	0.001435	-1.381636	0.004038	-0.290294	-0.387926	1.070594	0.074823	-0.465435	-0.837658	-0.658747	0.112869	-1.790699	-0.387293	-0.910362	0.493505	0.973908	1.443365	1.728229	-1.091273	0.323637	0.030493	0.475209	0.463581	1.164731	-0.128254	1.174861	-0.692109	1.289535	-0.253610	2.569091	-0.534096	-0.037193	0.823488	-0.206504	-1.094058	3.085836	0.254607	-0.778476	0.076597	-1.620673	-1.844191	2.065388	0.442979	-0.321168	-0.448573	1.271373	0.218673	1.355954	-0.196414	1.505185	-0.080022	-0.656264	1.192388	0.563902	0.953953	1.522906	1.738933	0.106084	-0.965527	-0.364179	-0.654064	0.313936
-0.014780	0.500748	0.025433	0.129094	-0.270168	-1.819560	-0.186516	1.223270	-0.029761	0.714499	0.364701	-0.682651	-0.172954	1.271661	-1.281135	0.236845	0.879178	-0.170368	0.454859	-0.522266	1.193036	-1.172863	-0.037611	-0.752116	-2.256404	-1.755242	1.014659	-0.123852	1.636993	-0.936054	-1.299366	-2.308195	-0.114761	0.067821	1.653170	-1.140063	-0.470894	0.225612	-0.734411	0.338691	-0.435973	-2.093102	0.681750	-1.552072	-0.163436	2.612042	-0.179873	0.933783	-2.427927	0.958435	0.021506	-2.234146	-0.179772	-1.049727	-1.197203	0.181359	1.266345	-0.937654	0.564647	-0.251885	-1.270537	-0.871363	-0.156793	0.785373	-0.013592	0.230910	-0.282794	-0.668491	-0.145851	-0.620859	0.504671	-0.437175	-0.139269	0.962613	-0.513430	-0.468185	1.529033	1.406354	-1.336986	-2.751895	-0.068133	-1.778650	0.366210	-1.243454	-0.923185	-0.877423	-0.260487	-1.374176	-0.129800	0.598165	-0.372388	1.452070	0.144551	1.465106	0.515614	1.614180	-1.020109	1.317291	-0.689687	0.999813	-0.255705	0.282387	-1.181390	1.162863	-0.090803	0.539690	0.615047	-1.179352	-1.858697	0.235468	-0.555683	-0.455832	1.055273	-1.252417	1.235125	1.479701	-0.010805	-0.240843	-0.437387	1.742641	0.762812	-0.005189	1.545458	-0.177608	0.407246	-0.341913	-1.045905	1.103128
