0.000000	0.842781	0.000000	0.000000	0.000000	0.000000	-0.901486	0.988129
0.311023	0.000000	0.000000	0.000000	0.000000	0.000000	-0.354688	-0.179567
0.000000	0.445015	0.000000	0.000000	0.000000	0.000000	0.129788	0.208006
0.000000	0.000000	0.000000	0.634705	0.000000	0.000000	-0.761785	0.502607
0.000000	0.000000	0.000000	0.733124	0.000000	0.000000	-0.375438	-0.943438
0.000000	0.000000	0.000000	0.000000	0.401631	0.000000	0.342509	-0.854111
0.000000	0.000000	0.000000	0.493812	0.000000	0.000000	0.878474	-0.239875
0.000000	0.000000	0.000000	0.152067	0.000000	0.000000	0.907693	0.010993
0.000000	0.533952	0.000000	0.000000	0.000000	0.000000	0.976195	-0.877624
0.000000	0.488623	0.000000	0.000000	0.000000	0.000000	-0.752197	-0.061495
0.000000	0.000000	0.382692	0.000000	0.000000	0.000000	-0.305021	0.901818
0.000000	0.284751	0.000000	0.000000	0.000000	0.000000	-0.703236	0.627672
0.000000	0.000000	0.000000	0.000000	0.426811	0.000000	-0.651769	0.457088
0.457103	0.000000	0.000000	0.000000	0.000000	0.000000	0.425411	-0.645598
0.000000	0.000000	0.000000	0.532925	0.000000	0.000000	-0.610808	-0.928625
0.000000	0.000000	0.572080	0.000000	0.000000	0.000000	0.893629	-0.672115
0.000000	0.290117	0.000000	0.000000	0.000000	0.000000	-0.420360	0.332227
0.000000	0.762266	0.000000	0.000000	0.000000	0.000000	-0.622075	0.199661
0.000000	0.000000	0.000000	0.458325	0.000000	0.000000	0.801210	0.923335
0.000000	0.000000	0.410713	0.000000	0.000000	0.000000	0.882142	-0.092671
0.000000	0.000000	0.000000	0.173588	0.000000	0.000000	0.923229	-0.462583
0.000000	0.000000	0.000000	0.569921	0.000000	0.000000	0.689235	0.403810
0.000000	0.000000	0.000000	0.519363	0.000000	0.000000	0.184619	-0.506589
0.000000	0.287787	0.000000	0.000000	0.000000	0.000000	-0.714374	0.896272
0.000000	0.000000	0.000000	0.000000	0.880030	0.000000	0.459083	0.270557
0.733466	0.000000	0.000000	0.000000	0.000000	0.000000	0.098966	-0.604728
0.504138	0.000000	0.000000	0.000000	0.000000	0.000000	0.183906	0.918396
0.699854	0.000000	0.000000	0.000000	0.000000	0.000000	-0.255729	0.387682
0.000000	0.000000	0.000000	0.628962	0.000000	0.000000	-0.754020	-0.409381
0.678674	0.000000	0.000000	0.000000	0.000000	0.000000	0.282905	-0.534653
0.000000	0.000000	0.000000	0.692117	0.000000	0.000000	-0.896184	-0.671160
0.000000	0.000000	0.617262	0.000000	0.000000	0.000000	0.776915	-0.668803
0.000000	0.000000	0.625680	0.000000	0.000000	0.000000	-0.373392	-0.360620
0.000000	0.000000	0.853533	0.000000	0.000000	0.000000	0.202835	0.000089
0.633616	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166678	0.931278
0.655680	0.000000	0.000000	0.000000	0.000000	0.000000	-0.914208	0.643774
0.494859	0.000000	0.000000	0.000000	0.000000	0.000000	-0.995097	-0.872762
0.000000	0.000000	0.623158	0.000000	0.000000	0.000000	0.477441	-0.778463
0.000000	0.000000	0.412546	0.000000	0.000000	0.000000	-0.340020	-0.657667
0.000000	0.000000	0.514629	0.000000	0.000000	0.000000	0.370029	0.923732
0.000000	0.000000	0.000000	0.000000	0.233425	0.000000	-0.234731	-0.733150
0.000000	0.000000	0.000000	0.900813	0.000000	0.000000	-0.459685	0.922988
0.824160	0.000000	0.000000	0.000000	0.000000	0.000000	0.670710	0.739630
0.000000	0.000000	0.103944	0.000000	0.000000	0.000000	0.096100	-0.079118
0.000000	0.000000	0.000000	0.000000	0.562695	0.000000	0.257496	0.397694
0.000000	0.000000	0.000000	0.777480	0.000000	0.000000	-0.963613	-0.768323
0.000000	0.000000	0.000000	0.696776	0.000000	0.000000	0.335014	-0.633241
0.000000	0.621541	0.000000	0.000000	0.000000	0.000000	-0.784680	-0.866681
0.000000	0.000000	0.000000	0.000000	0.552275	0.000000	0.612347	0.827299
0.677586	0.000000	0.000000	0.000000	0.000000	0.000000	0.570727	0.487093
0.000000	0.000000	0.000000	0.000000	0.491872	0.000000	-0.919337	-0.097487
0.000000	0.614210	0.000000	0.000000	0.000000	0.000000	0.638021	-0.165554
0.451913	0.000000	0.000000	0.000000	0.000000	0.000000	-0.981669	-0.662792
0.000000	0.675025	0.000000	0.000000	0.000000	0.000000	-0.962262	-0.879839
0.645243	0.000000	0.000000	0.000000	0.000000	0.000000	0.595525	-0.710830
0.000000	0.000000	0.688695	0.000000	0.000000	0.000000	-0.469889	-0.770333
0.443786	0.000000	0.000000	0.000000	0.000000	0.000000	0.186357	0.662752
0.000000	0.000000	0.000000	0.886149	0.000000	0.000000	0.101400	0.078069
0.745027	0.000000	0.000000	0.000000	0.000000	0.000000	0.414951	0.129218
0.000000	0.000000	0.279929	0.000000	0.000000	0.000000	0.616201	-0.532606
0.000000	0.000000	0.000000	0.192291	0.000000	0.000000	0.027978	0.861382
0.876461	0.000000	0.000000	0.000000	0.000000	0.000000	-0.687066	0.712804
0.504843	0.000000	0.000000	0.000000	0.000000	0.000000	0.448789	-0.334955
0.000000	0.000000	0.636252	0.000000	0.000000	0.000000	-0.834174	-0.351023
0.000000	0.218975	0.000000	0.000000	0.000000	0.000000	0.527414	-0.188291
0.000000	0.643505	0.000000	0.000000	0.000000	0.000000	-0.848061	0.316936
0.000000	0.239814	0.000000	0.000000	0.000000	0.000000	0.116877	-0.870187
0.371119	0.000000	0.000000	0.000000	0.000000	0.000000	0.154759	0.424229
0.000000	0.000000	0.277585	0.000000	0.000000	0.000000	0.132865	-0.336308
0.000000	0.000000	0.000000	0.115722	0.000000	0.000000	0.792899	-0.076063
0.000000	0.000000	0.000000	0.365704	0.000000	0.000000	-0.372904	0.336466
0.000000	0.453720	0.000000	0.000000	0.000000	0.000000	0.221661	-0.865674
0.647871	0.000000	0.000000	0.000000	0.000000	0.000000	0.138884	-0.628708
0.119147	0.000000	0.000000	0.000000	0.000000	0.000000	0.060639	0.923166
0.000000	0.749297	0.000000	0.000000	0.000000	0.000000	0.337438	-0.039726
0.000000	0.000000	0.000000	0.000000	0.226389	0.000000	-0.875469	0.762996
0.000000	0.000000	0.000000	0.000000	0.299310	0.000000	-0.351991	0.062914
0.000000	0.000000	0.000000	0.743232	0.000000	0.000000	0.242110	0.153277
0.000000	0.000000	0.000000	0.681880	0.000000	0.000000	0.690827	-0.988339
0.000000	0.000000	0.644609	0.000000	0.000000	0.000000	0.206697	0.330281
0.000000	0.548287	0.000000	0.000000	0.000000	0.000000	-0.872445	0.596381
0.000000	0.000000	0.000000	0.261899	0.000000	0.000000	-0.868348	-0.735400
0.000000	0.000000	0.000000	0.465715	0.000000	0.000000	-0.733858	-0.615688
